,A1,A2,D1,B1,B2,C1,C2
441,3.29,-0.81,1.0,3.27,2.14,5.46,5.41
442,1.84,1.55,0.0,4.56,0.48,6.47,5.04
443,2.46,1.07,1.0,4.69,-3.04,1.61,1.65
444,-0.24,0.08,0.0,0.32,0.0,2.69,0.32
445,2.14,-1.34,1.0,-0.66,1.54,-0.78,0.87
446,1.95,0.18,1.0,1.47,0.22,1.53,1.69
447,2.72,-0.98,0.0,2.39,-2.19,-0.86,0.2
448,2.22,0.45,1.0,3.87,0.26,4.63,4.13
449,3.47,-0.72,1.0,1.86,-0.43,1.51,1.43
450,1.64,1.11,1.0,2.0,2.86,5.15,4.86
451,2.43,0.03,0.0,3.88,0.08,3.72,3.97
452,2.17,-0.98,1.0,1.6,0.27,1.51,1.87
453,1.36,0.09,1.0,0.93,0.15,2.75,1.08
454,3.59,-0.36,1.0,4.47,1.19,5.23,5.66
455,2.01,1.14,1.0,2.16,-0.34,1.64,1.82
456,3.0,0.23,1.0,4.31,-0.89,4.91,3.43
457,2.39,-0.14,1.0,1.7,-0.44,-0.64,1.26
458,2.62,-0.5,1.0,3.8,-0.89,4.73,2.92
459,1.55,1.64,1.0,3.15,-1.42,1.8,1.74
460,3.02,-0.94,0.0,1.54,-0.66,2.36,0.88
461,1.04,1.63,1.0,3.74,4.06,8.11,7.8
462,2.97,1.27,1.0,2.35,-1.0,1.42,1.35
463,3.27,-1.26,1.0,2.47,-2.1,0.91,0.37
464,1.73,0.32,1.0,3.12,0.68,2.74,3.8
465,2.34,-0.08,1.0,0.29,-0.32,-1.13,-0.03
466,0.79,0.39,1.0,0.3,0.09,-0.74,0.39
467,2.03,0.4,0.0,1.29,-0.03,-0.17,1.26
468,1.85,-0.78,1.0,0.34,1.3,3.42,1.64
469,1.77,-1.69,1.0,1.08,0.28,1.22,1.36
470,2.8,1.43,1.0,4.96,-7.29,-2.21,-2.33
471,2.33,3.12,0.0,6.44,-5.06,1.42,1.38
472,3.39,-0.04,1.0,1.93,-0.01,2.71,1.92
473,2.64,-0.49,1.0,3.14,0.13,3.28,3.27
474,2.37,0.12,1.0,1.39,-0.04,1.12,1.35
475,1.73,0.49,1.0,2.18,-0.16,2.01,2.02
476,1.46,-0.48,1.0,0.74,0.52,1.97,1.26
477,1.21,-0.06,0.0,2.68,-0.03,3.08,2.65
478,1.31,-0.1,1.0,0.61,-0.09,-0.23,0.52
479,2.01,-0.94,1.0,-0.46,3.06,3.58,2.6
480,3.49,0.78,1.0,4.11,4.3,7.23,8.41
481,2.23,-0.96,1.0,1.43,-3.23,-3.28,-1.79
482,2.35,-0.35,1.0,3.3,-0.74,2.71,2.56
483,1.71,1.28,1.0,3.14,0.25,4.89,3.39
484,2.64,0.34,1.0,1.74,1.43,1.26,3.17
485,2.97,1.18,1.0,3.43,0.3,4.85,3.73
486,2.59,0.42,1.0,3.59,2.33,6.53,5.92
487,3.02,-0.49,1.0,3.42,0.07,3.05,3.49
488,1.46,1.16,1.0,3.25,2.4,6.47,5.64
489,3.08,0.28,1.0,3.51,-0.25,4.16,3.26
490,0.34,-0.14,0.0,0.22,-0.06,-1.11,0.16
491,1.54,-0.99,1.0,0.47,-1.01,0.94,-0.54
492,1.58,-2.21,1.0,-0.34,-0.14,-0.77,-0.48
493,1.15,0.95,0.0,0.32,0.55,1.68,0.88
494,2.84,-0.48,1.0,3.4,0.92,3.36,4.32
495,1.59,-0.64,1.0,0.89,1.31,2.82,2.2
496,2.85,0.05,1.0,4.31,-0.13,2.96,4.18
497,2.98,-1.21,0.0,3.37,2.68,7.18,6.05
498,3.19,0.1,0.0,2.59,0.13,2.72,2.72
499,1.19,-0.5,1.0,1.57,-0.39,1.18,1.18
500,3.23,0.91,1.0,3.52,-2.46,0.11,1.07
501,2.97,0.67,0.0,4.16,0.11,5.76,4.27
502,1.51,1.0,1.0,2.65,1.56,3.37,4.21
503,0.93,0.04,1.0,1.16,-0.01,2.74,1.15
504,1.41,-1.37,1.0,-0.52,2.72,1.78,2.19
505,2.32,0.27,1.0,2.48,0.1,2.36,2.58
506,2.68,-0.59,1.0,4.46,-3.17,1.01,1.3
507,1.45,-0.2,1.0,1.85,0.1,1.27,1.95
508,1.05,-2.02,1.0,-1.98,0.17,-0.3,-1.82
509,1.51,0.16,1.0,2.62,-0.04,3.6,2.57
510,1.04,-0.67,1.0,0.28,-0.04,-0.34,0.24
511,3.21,1.16,0.0,4.57,-3.07,2.95,1.5
512,1.66,-0.94,1.0,0.99,1.24,2.39,2.23
513,1.02,-1.43,1.0,-0.82,0.15,-1.2,-0.67
514,3.83,0.02,0.0,4.72,0.03,5.07,4.75
515,2.02,0.0,1.0,3.4,0.01,4.33,3.41
516,0.34,-0.96,1.0,-1.99,-0.19,-4.52,-2.18
517,2.18,-0.68,0.0,1.75,0.7,1.9,2.46
518,1.43,0.95,1.0,1.18,0.51,1.66,1.68
519,2.73,1.32,1.0,4.63,3.9,7.69,8.53
520,3.09,-0.5,1.0,3.8,0.42,6.85,4.22
521,1.33,0.34,0.0,-0.15,0.42,0.9,0.28
522,2.72,1.47,1.0,4.91,-3.71,1.06,1.2
523,1.11,0.16,1.0,0.35,0.06,-0.17,0.41
524,0.79,-1.05,0.0,-0.59,0.86,-0.97,0.27
525,2.74,0.75,1.0,3.49,0.39,3.15,3.88
526,1.6,-0.1,1.0,0.87,-0.34,0.0,0.54
527,2.13,-0.2,0.0,1.68,-0.34,1.18,1.34
528,2.89,0.44,0.0,4.27,2.42,4.71,6.69
529,0.69,0.08,0.0,0.17,0.05,-0.6,0.21
530,1.11,-1.21,0.0,1.04,0.44,1.51,1.48
531,1.74,-2.96,1.0,-0.98,4.41,3.76,3.43
532,3.02,0.92,1.0,3.75,3.65,7.51,7.4
533,0.63,0.34,0.0,-0.45,0.12,-0.81,-0.33
534,1.24,-0.8,1.0,0.45,0.59,0.14,1.04
535,0.98,-1.98,1.0,-1.49,0.47,-2.36,-1.02
536,2.14,-0.29,1.0,3.05,-0.14,2.82,2.91
537,1.49,0.18,1.0,1.36,0.05,3.5,1.42
538,2.0,1.58,1.0,2.12,-2.62,-0.25,-0.5
539,2.34,2.3,1.0,6.14,0.75,6.71,6.9
540,1.48,-1.72,1.0,-1.98,-3.67,-5.89,-5.65
541,0.58,0.73,1.0,0.73,-0.6,0.9,0.13
542,1.63,-1.36,0.0,-1.44,0.01,-1.03,-1.43
543,0.8,-0.39,1.0,0.37,-0.68,-1.36,-0.31
544,2.75,0.72,1.0,4.39,-2.55,2.1,1.84
545,3.71,0.01,1.0,3.9,-0.1,4.89,3.8
546,1.62,1.26,1.0,2.99,-1.08,1.36,1.92
547,0.84,1.37,1.0,2.9,0.47,3.86,3.37
548,1.82,0.39,1.0,1.27,1.32,1.98,2.59
549,2.24,-1.26,1.0,1.3,1.0,0.15,2.3
550,3.15,-0.94,1.0,2.88,-0.05,4.05,2.83
551,2.08,1.24,1.0,2.96,4.34,8.02,7.3
552,1.54,-0.75,1.0,1.14,0.7,3.33,1.84
553,1.12,-0.84,0.0,0.18,-0.3,-1.46,-0.12
554,2.9,0.54,1.0,2.99,0.82,3.49,3.8
555,1.91,0.79,1.0,2.92,-0.16,2.56,2.76
556,1.41,0.39,1.0,1.41,0.44,1.69,1.85
557,2.79,-0.13,1.0,2.49,-0.08,2.22,2.41
558,2.76,-1.14,1.0,1.74,-2.54,-2.16,-0.8
559,1.49,-1.63,1.0,0.88,-0.38,-0.12,0.5
560,1.98,-1.13,1.0,0.55,-1.12,-1.66,-0.57
561,1.99,0.89,1.0,2.01,-1.58,0.38,0.43
562,2.54,-2.55,1.0,1.01,5.95,8.12,6.96
563,2.18,1.75,0.0,4.24,8.2,11.71,12.44
564,3.07,0.32,1.0,5.62,-0.33,3.81,5.3
565,2.01,-0.83,1.0,1.93,-2.19,-0.12,-0.26
566,1.8,0.69,1.0,2.5,0.47,2.48,2.98
567,0.82,1.01,0.0,3.49,0.34,5.15,3.83
568,2.61,1.09,0.0,3.56,0.84,3.88,4.39
569,2.71,-0.39,0.0,3.12,1.45,4.88,4.57
570,2.18,1.5,1.0,3.71,4.88,7.44,8.6
571,1.16,0.39,1.0,1.38,-0.13,0.67,1.24
572,3.33,0.26,1.0,3.84,0.19,3.24,4.04
573,2.52,-0.8,1.0,-0.43,-1.51,-2.78,-1.94
574,0.35,-0.21,1.0,-0.35,0.01,-0.49,-0.35
575,2.11,0.02,1.0,1.26,0.01,1.47,1.27
576,1.47,1.96,1.0,3.92,2.74,6.94,6.66
577,1.95,0.41,1.0,2.28,0.99,3.28,3.27
578,2.26,-0.14,1.0,2.45,-0.04,4.32,2.41
579,1.54,0.53,1.0,2.29,0.11,3.28,2.4
580,2.51,0.02,1.0,1.23,0.0,1.54,1.23
581,3.58,0.92,0.0,4.43,5.91,9.57,10.35
582,1.24,-0.68,1.0,0.67,-2.03,-2.33,-1.35
583,2.35,1.31,1.0,3.42,2.48,6.74,5.91
584,2.56,-0.11,1.0,3.9,-0.08,3.44,3.82
585,2.34,-0.28,1.0,2.43,0.5,2.36,2.93
586,1.0,0.03,0.0,-1.31,-0.05,-2.65,-1.36
587,0.7,0.36,1.0,0.67,0.18,1.04,0.86
588,2.59,-0.76,1.0,0.89,2.72,3.92,3.61
589,1.57,-0.19,0.0,1.97,0.24,2.27,2.21
590,2.53,0.88,1.0,3.81,-0.05,2.85,3.77
591,2.45,0.62,0.0,1.8,-1.49,-0.48,0.31
592,2.65,0.02,1.0,3.56,-0.03,3.16,3.53
593,3.11,-0.18,1.0,2.3,0.14,1.01,2.44
594,1.39,0.22,1.0,1.34,-0.27,-0.76,1.07
595,2.05,0.81,1.0,1.73,2.69,4.85,4.42
596,1.35,-0.39,1.0,-0.98,0.68,1.68,-0.31
597,1.94,-0.54,1.0,3.38,-1.42,1.91,1.96
598,2.66,-0.55,1.0,2.98,0.64,3.89,3.62
599,4.37,-0.18,0.0,4.82,1.54,6.83,6.36
600,2.4,0.13,1.0,2.04,-0.24,1.74,1.81
601,2.87,0.45,1.0,2.93,0.89,3.12,3.82
602,2.72,0.07,1.0,3.0,0.16,2.83,3.16
603,0.89,3.7,1.0,6.0,1.67,6.81,7.67
604,1.67,-1.7,1.0,-0.4,-3.89,-5.53,-4.29
605,0.79,0.48,1.0,1.04,-0.12,0.41,0.92
606,0.72,0.34,1.0,1.06,-0.03,0.71,1.03
607,2.96,-0.44,0.0,2.69,1.45,3.99,4.14
608,-0.42,-0.13,1.0,0.25,0.06,0.1,0.31
609,0.76,-0.43,1.0,1.52,-0.25,0.92,1.27
610,0.7,0.27,1.0,0.84,-0.24,1.3,0.6
611,1.92,-0.32,1.0,1.64,-0.4,2.69,1.24
612,1.99,-0.81,1.0,0.84,0.96,2.61,1.79
613,1.45,-0.74,1.0,0.65,-0.46,0.66,0.2
614,2.6,1.39,0.0,4.57,-1.15,2.43,3.41
615,1.89,0.34,1.0,1.37,0.74,3.69,2.11
616,1.11,-2.63,1.0,-1.55,0.75,-2.03,-0.8
617,0.78,-1.7,1.0,0.45,-1.46,-0.76,-1.0
618,3.81,2.02,1.0,5.97,7.24,11.83,13.21
619,2.2,-0.74,0.0,1.54,-2.14,-1.22,-0.6
620,3.21,-0.9,1.0,1.15,-4.73,-4.52,-3.58
621,0.89,0.05,1.0,1.49,-0.05,1.36,1.44
622,1.8,0.43,1.0,2.07,0.04,2.97,2.11
623,1.62,-0.63,1.0,2.12,-0.61,1.14,1.51
624,1.66,0.74,1.0,3.0,-1.35,1.08,1.65
625,0.9,1.29,0.0,0.7,1.46,3.37,2.16
626,1.42,-2.35,1.0,-0.03,-0.3,0.8,-0.34
627,2.46,-0.43,0.0,2.28,-0.4,3.91,1.88
628,3.16,0.41,1.0,3.26,-2.5,-0.53,0.75
629,3.48,-0.26,0.0,3.37,1.04,3.06,4.4
630,2.03,0.36,0.0,0.12,-0.25,0.27,-0.12
631,1.97,-1.37,1.0,-0.81,2.09,-0.61,1.29
632,1.53,-0.17,1.0,2.82,0.25,3.87,3.07
633,3.26,1.46,1.0,4.35,0.25,5.3,4.6
634,2.72,0.12,1.0,3.33,-0.01,4.71,3.33
635,1.87,0.75,1.0,1.96,-1.53,2.28,0.42
636,2.24,-0.66,1.0,1.53,0.98,3.23,2.51
637,2.16,0.79,1.0,4.85,-0.03,4.99,4.82
638,0.95,1.81,0.0,3.7,0.86,5.72,4.56
639,2.32,0.78,1.0,3.69,-1.87,2.37,1.82
640,1.85,-1.07,1.0,0.32,0.96,1.7,1.28
641,2.93,-0.99,1.0,1.9,-0.86,0.55,1.04
642,3.42,1.61,0.0,5.04,-4.08,-0.17,0.96
643,1.84,-0.13,1.0,1.68,-0.09,-0.25,1.59
644,0.74,0.58,1.0,-0.1,0.23,0.63,0.14
645,1.84,-0.97,1.0,0.48,-1.65,-0.95,-1.16
646,2.08,-1.34,1.0,0.69,-6.86,-6.49,-6.17
647,1.25,-0.52,1.0,0.5,-0.34,0.39,0.16
648,2.2,-0.73,1.0,0.87,-0.48,-0.71,0.39
649,1.7,1.18,1.0,1.28,-3.0,-2.48,-1.72
650,2.65,0.37,1.0,3.81,1.28,5.65,5.09
651,2.99,0.43,0.0,3.09,-3.82,-1.34,-0.73
652,3.12,-0.8,0.0,3.26,-0.68,2.15,2.58
653,2.83,-2.33,0.0,1.05,0.69,1.63,1.74
654,1.49,-0.47,1.0,0.44,-1.19,-0.87,-0.75
655,1.24,-0.01,1.0,0.62,0.02,2.54,0.64
656,2.66,-0.36,1.0,1.28,0.85,1.5,2.13
657,3.58,-0.95,1.0,2.86,0.72,2.98,3.58
658,1.2,-1.39,1.0,0.7,-0.65,-0.35,0.05
659,1.49,1.08,0.0,3.05,-1.58,-0.19,1.47
660,1.04,1.64,1.0,3.7,-1.04,4.5,2.66
661,2.78,1.15,0.0,4.72,0.87,6.64,5.59
662,1.74,-0.73,0.0,2.23,-1.68,-0.5,0.55
663,0.97,1.2,1.0,0.44,2.37,1.85,2.81
664,1.63,0.06,1.0,1.09,-0.12,0.75,0.97
665,1.66,1.63,1.0,2.14,-1.51,0.87,0.63
666,2.38,1.33,1.0,3.81,0.04,2.22,3.85
667,3.14,0.25,1.0,2.74,-0.05,2.72,2.69
668,1.82,-0.06,1.0,0.54,-0.11,1.39,0.43
669,3.25,-0.27,1.0,2.7,-1.48,2.21,1.22
670,2.59,3.33,1.0,5.46,10.91,15.13,16.37
671,0.75,0.38,1.0,0.27,0.41,1.67,0.68
672,3.15,1.99,1.0,5.86,3.58,9.28,9.45
673,1.78,0.73,1.0,2.87,2.16,4.29,5.03
674,2.22,-0.59,1.0,0.52,-0.0,2.9,0.51
675,3.05,-0.26,0.0,1.09,-0.53,1.91,0.56
676,3.34,1.5,0.0,5.53,-2.16,3.92,3.37
677,3.52,-1.92,0.0,1.05,0.88,3.37,1.92
678,2.78,0.24,1.0,2.34,-0.56,0.57,1.78
679,-0.91,0.03,1.0,-0.43,0.03,-1.29,-0.4
680,1.61,0.02,1.0,1.99,0.12,1.49,2.11
681,1.19,0.02,1.0,2.08,-0.03,2.78,2.05
682,0.97,-0.52,1.0,0.34,0.14,-0.44,0.48
683,3.68,-0.62,0.0,3.46,-1.63,1.05,1.83
684,3.79,-0.6,1.0,2.2,-2.7,-1.84,-0.5
685,2.74,-0.35,0.0,3.04,-0.35,1.13,2.68
686,1.39,-0.18,0.0,1.25,0.15,2.51,1.41
687,1.63,-0.46,1.0,3.41,-0.24,3.54,3.17
688,0.57,0.79,1.0,-0.38,0.12,-0.6,-0.25
689,2.38,0.81,1.0,2.71,-0.29,2.33,2.43
690,2.02,-0.47,0.0,3.04,0.79,4.56,3.82
691,2.75,2.43,1.0,3.4,-1.92,2.95,1.48
692,2.09,-1.15,1.0,1.31,-1.57,0.54,-0.25
693,0.91,-0.5,1.0,-0.67,-0.08,-2.41,-0.75
694,3.68,1.8,1.0,4.63,3.37,8.68,8.0
695,2.34,0.72,0.0,2.63,-2.4,-1.0,0.23
696,4.62,1.48,0.0,7.84,5.44,11.87,13.28
697,1.85,-1.83,1.0,-0.13,-3.37,-3.63,-3.51
698,2.0,0.34,1.0,2.22,0.09,3.52,2.32
699,2.43,1.54,0.0,5.68,1.3,5.78,6.97
700,1.39,1.1,1.0,1.96,-0.23,1.99,1.73
701,0.5,-0.77,1.0,-0.45,-0.28,0.37,-0.74
702,1.85,0.9,0.0,2.65,-2.64,-0.3,0.0
703,4.25,-0.23,1.0,2.0,-0.43,2.57,1.57
704,1.4,0.33,1.0,1.36,-0.31,0.97,1.04
705,5.21,-0.7,1.0,3.26,-1.92,1.3,1.34
706,1.77,-0.27,1.0,3.19,-0.52,2.46,2.67
707,0.98,0.53,1.0,0.74,0.08,0.58,0.82
708,1.85,-1.31,1.0,1.24,3.29,5.5,4.53
709,3.79,0.25,1.0,4.87,0.13,3.82,5.0
710,2.51,0.92,1.0,3.61,3.5,5.66,7.12
711,1.36,1.41,1.0,2.51,0.19,2.55,2.7
712,0.43,-0.56,0.0,-0.5,0.22,0.53,-0.28
713,1.09,0.03,0.0,0.61,0.03,-0.31,0.64
714,1.71,0.05,1.0,1.9,-0.12,2.5,1.78
715,1.71,-1.19,0.0,-0.95,-4.0,-4.12,-4.95
716,1.71,-0.21,1.0,1.59,0.08,2.76,1.67
717,3.25,-0.28,1.0,3.17,0.72,4.54,3.89
718,1.66,-0.16,1.0,1.13,-0.18,2.16,0.95
719,2.9,0.06,1.0,2.04,0.16,1.75,2.2
720,1.24,1.07,0.0,2.94,1.18,4.71,4.12
721,1.62,1.56,1.0,3.5,0.06,5.77,3.56
722,2.85,-0.65,1.0,4.13,1.12,3.06,5.25
723,1.22,0.33,0.0,1.44,-0.72,1.53,0.71
724,0.35,0.08,1.0,0.53,0.02,1.74,0.55
725,3.48,0.08,1.0,3.46,-0.2,1.88,3.26
726,2.52,-0.44,0.0,2.58,-0.07,1.67,2.51
727,2.55,-2.23,1.0,1.02,5.96,8.71,6.98
728,1.32,-0.1,1.0,-0.82,0.03,-1.12,-0.8
729,1.81,-0.63,0.0,2.43,-0.26,2.41,2.17
730,3.33,-1.23,1.0,1.68,6.05,6.07,7.73
731,2.95,0.97,0.0,3.99,-3.27,-0.01,0.72
732,0.27,-2.11,1.0,-1.78,-0.5,-3.93,-2.28
733,2.48,-0.87,1.0,0.28,-3.43,-3.6,-3.15
734,1.64,-1.19,1.0,0.86,3.63,5.96,4.49
735,1.16,-0.43,1.0,-0.49,0.02,-0.95,-0.47
736,2.86,0.16,1.0,2.64,-0.54,2.76,2.1
737,1.7,-1.36,0.0,0.21,3.4,2.03,3.61
738,0.67,-0.42,1.0,-1.3,0.14,-1.5,-1.16
739,2.8,0.86,1.0,4.33,4.2,8.21,8.53
740,1.77,-0.78,1.0,0.36,-2.05,-2.42,-1.69
741,1.9,0.63,1.0,2.38,1.26,3.45,3.64
742,1.14,0.6,1.0,2.17,-0.93,2.46,1.24
743,1.35,1.11,0.0,1.37,-0.3,1.62,1.08
744,1.39,0.3,1.0,1.12,-0.29,1.42,0.83
745,2.14,-1.07,0.0,0.45,-3.94,-4.51,-3.49
746,2.04,-1.46,1.0,1.01,1.11,2.06,2.12
747,2.34,-0.45,1.0,1.73,0.1,1.72,1.83
748,1.77,1.3,0.0,3.7,-1.15,1.41,2.55
749,3.1,0.17,1.0,4.98,-1.1,3.74,3.89
750,1.04,1.9,0.0,3.49,-1.61,2.16,1.88
751,1.85,0.14,0.0,0.85,-0.16,-0.55,0.68
752,1.57,-1.77,1.0,-1.85,-4.19,-5.55,-6.04
753,0.13,-0.65,0.0,-0.92,-0.07,-0.68,-0.98
754,2.67,0.9,0.0,2.58,3.26,5.17,5.84
755,3.17,-1.43,1.0,1.84,-0.6,2.19,1.24
756,2.37,0.12,1.0,1.36,0.09,0.26,1.44
757,0.71,-0.14,1.0,0.01,0.05,1.05,0.07
758,2.03,-1.19,1.0,0.7,-5.51,-4.46,-4.8
759,2.2,0.61,1.0,4.43,-1.32,2.29,3.11
760,1.93,-0.38,0.0,0.66,0.25,1.12,0.91
761,2.83,-0.12,1.0,2.32,-0.15,1.38,2.17
762,2.05,0.56,1.0,2.97,1.46,4.86,4.43
763,3.27,0.41,1.0,2.9,-0.94,0.73,1.96
764,1.32,-0.45,1.0,-0.04,0.23,-1.1,0.19
765,2.6,0.12,1.0,2.67,0.12,3.06,2.79
766,0.69,-0.47,0.0,0.8,0.37,-0.99,1.17
767,3.86,-1.67,1.0,1.24,3.12,3.96,4.36
768,1.31,-0.35,1.0,2.34,-0.42,1.66,1.92
769,3.3,-0.76,0.0,2.73,2.05,4.98,4.78
770,1.84,0.64,1.0,2.15,-0.1,2.7,2.05
771,3.26,0.82,1.0,1.88,-1.75,-0.04,0.12
772,2.64,-1.57,1.0,0.49,2.44,2.5,2.92
773,-0.18,-0.26,0.0,-0.14,-0.03,0.46,-0.17
774,0.69,-1.59,1.0,-1.93,3.02,2.47,1.09
775,2.8,0.67,1.0,2.49,1.34,3.07,3.82
776,2.06,-1.72,0.0,-0.63,2.26,1.37,1.64
777,2.36,0.57,1.0,1.45,-0.33,1.74,1.11
778,1.99,1.02,1.0,4.96,1.1,5.83,6.06
779,1.63,-1.23,1.0,0.29,0.6,2.09,0.89
780,3.02,1.02,1.0,4.16,-0.3,5.12,3.86
781,0.39,0.17,0.0,0.22,0.04,-0.11,0.26
782,1.09,-0.91,1.0,-0.0,-1.05,3.25,-1.06
783,0.62,0.74,1.0,1.72,-0.34,0.45,1.38
784,2.79,-0.09,1.0,2.35,-0.02,1.97,2.34
785,1.71,2.18,1.0,3.24,0.58,3.44,3.82
786,1.08,-0.71,1.0,0.6,0.72,1.48,1.32
787,2.34,2.07,1.0,3.99,-2.79,1.2,1.2
788,1.72,-0.62,1.0,1.22,0.77,0.99,1.99
789,1.96,0.82,1.0,2.91,0.97,5.58,3.88
790,2.95,-0.95,1.0,0.83,-3.81,-2.58,-2.99
791,-0.09,0.09,1.0,2.21,0.01,2.05,2.22
792,1.42,-0.53,1.0,-0.05,-0.3,-2.0,-0.35
793,2.8,-0.54,1.0,2.62,0.67,3.48,3.29
794,-0.21,-0.77,1.0,0.96,-0.46,0.4,0.5
795,2.81,-0.42,1.0,4.07,-0.23,4.76,3.84
796,0.93,1.13,0.0,3.03,0.3,2.32,3.33
797,0.35,0.84,1.0,2.97,0.29,3.34,3.27
798,-0.03,-0.45,0.0,0.27,-0.0,0.19,0.27
799,3.31,-1.07,0.0,3.64,2.34,5.98,5.97
800,0.96,-1.44,0.0,0.19,0.37,1.17,0.56
801,4.08,1.45,1.0,6.5,2.98,10.0,9.48
802,2.51,-0.84,0.0,1.22,-1.7,0.56,-0.49
803,3.13,1.05,1.0,3.82,-7.34,-2.67,-3.52
804,2.44,0.11,0.0,2.24,0.17,2.03,2.41
805,1.83,0.86,1.0,2.41,1.17,2.66,3.58
806,2.19,1.19,1.0,3.74,7.32,11.38,11.06
807,3.9,-0.41,1.0,2.53,1.33,3.61,3.86
808,2.33,0.72,0.0,3.31,0.5,5.33,3.81
809,2.43,0.02,1.0,2.63,0.03,2.35,2.66
810,3.3,-3.35,1.0,0.48,-1.18,-2.04,-0.7
811,3.1,-1.54,1.0,0.97,-6.65,-4.69,-5.68
812,2.44,1.08,1.0,5.25,0.85,6.18,6.1
813,1.0,0.96,1.0,0.84,-1.02,-1.32,-0.18
814,0.54,-0.23,0.0,0.77,-0.06,0.15,0.71
815,2.52,1.53,1.0,4.69,2.38,7.0,7.07
816,3.07,-0.14,0.0,3.95,0.43,2.44,4.38
817,1.54,1.02,1.0,3.8,-0.3,4.0,3.5
818,1.72,1.14,1.0,2.92,-1.32,2.08,1.6
819,3.67,-0.59,1.0,3.41,2.34,7.88,5.75
820,1.28,0.45,1.0,1.82,-0.07,2.07,1.75
821,1.42,0.82,0.0,3.11,0.2,4.11,3.31
822,0.84,0.45,1.0,0.78,-0.3,1.25,0.47
823,1.87,1.8,1.0,5.19,4.63,9.32,9.82
824,1.65,1.76,1.0,3.92,-0.64,4.03,3.28
825,2.59,-0.04,1.0,2.23,-0.05,1.4,2.18
826,0.11,-1.1,1.0,-2.05,-0.01,-2.05,-2.06
827,0.5,0.82,1.0,2.02,-0.29,2.36,1.73
828,4.57,0.65,0.0,7.1,1.41,11.26,8.51
829,2.15,-1.26,1.0,0.29,-2.34,-1.73,-2.05
830,2.76,-0.05,0.0,2.78,0.04,3.13,2.83
831,1.76,-1.03,0.0,2.4,-1.35,2.1,1.05
832,0.89,0.95,1.0,3.46,-0.01,3.22,3.45
833,2.03,0.27,1.0,1.72,0.16,1.52,1.89
834,1.35,0.59,1.0,2.65,-1.06,0.33,1.59
835,1.93,-0.37,1.0,0.55,0.22,0.97,0.78
836,2.52,0.67,1.0,2.84,1.39,3.72,4.23
837,3.55,-0.76,1.0,2.58,-2.42,1.78,0.16
838,3.18,0.14,1.0,3.0,0.35,2.54,3.36
839,2.96,1.01,0.0,4.18,-2.29,0.33,1.89
840,0.73,0.35,0.0,1.83,-0.28,0.74,1.55
841,1.61,-1.53,1.0,-1.11,2.39,1.92,1.28
842,1.59,-1.15,1.0,0.85,0.48,2.61,1.33
843,2.65,0.84,1.0,6.04,1.1,6.76,7.14
844,-0.3,-0.04,1.0,-0.15,-0.02,-0.22,-0.17
845,2.89,0.02,0.0,1.54,0.01,0.24,1.55
846,1.88,-0.64,1.0,1.06,0.05,1.39,1.11
847,3.42,-0.66,1.0,3.19,-0.66,2.4,2.53
848,1.74,-0.46,1.0,-0.54,0.08,-0.46,-0.45
849,1.7,1.81,0.0,4.08,0.63,5.66,4.71
850,1.06,-0.73,1.0,1.5,0.09,4.2,1.59
851,3.27,0.63,0.0,2.68,0.92,2.95,3.59
852,0.33,0.25,1.0,-0.42,0.05,-0.02,-0.37
853,2.25,-0.46,0.0,3.71,0.05,3.36,3.75
854,1.18,-1.39,0.0,0.17,2.31,4.66,2.47
855,1.2,-0.07,1.0,2.61,0.01,1.59,2.61
856,2.02,-2.26,1.0,1.16,7.92,10.09,9.07
857,-0.03,-0.53,0.0,-0.76,0.0,-1.85,-0.75
858,1.35,-0.08,0.0,1.27,0.23,-0.25,1.5
859,3.17,1.96,1.0,3.32,2.31,5.37,5.64
860,3.17,1.48,0.0,4.27,2.33,7.15,6.6
861,1.45,-1.11,1.0,0.41,-0.68,0.7,-0.27
862,1.35,-1.08,0.0,-1.26,1.35,2.02,0.09
863,-0.53,0.12,1.0,-0.71,-0.05,-0.49,-0.76
864,2.53,-0.52,1.0,0.44,-0.39,0.53,0.05
865,1.99,0.26,1.0,2.9,-0.01,4.59,2.88
866,2.01,-1.15,1.0,0.66,4.11,3.59,4.76
867,1.7,-1.66,1.0,-0.34,-3.88,-3.73,-4.22
868,2.97,-0.22,1.0,2.6,-0.6,1.69,2.0
869,1.59,-1.07,1.0,1.5,-1.81,-1.01,-0.31
870,1.18,-0.21,1.0,1.2,-0.23,1.43,0.98
871,1.07,-0.25,1.0,2.17,-0.29,0.55,1.87
872,0.9,-0.09,1.0,-0.01,-0.16,1.15,-0.17
873,2.65,-0.75,1.0,1.8,-0.33,1.06,1.48
874,2.89,-1.2,1.0,1.97,-0.66,2.39,1.31
875,0.67,0.19,0.0,0.7,-0.23,0.45,0.47
876,1.56,1.07,1.0,3.48,-0.64,2.06,2.84
877,0.39,-0.75,1.0,1.08,-0.3,1.99,0.78
878,3.3,-0.65,1.0,3.39,-1.25,2.09,2.14
879,3.85,-1.37,0.0,2.57,-0.58,3.4,1.98
880,2.47,-0.52,1.0,3.36,0.09,4.27,3.45
881,0.35,-0.34,1.0,-0.33,-0.03,-0.32,-0.36
882,2.45,-0.01,1.0,2.54,0.03,3.28,2.57
883,2.58,-0.46,1.0,2.68,0.62,4.62,3.3
